Date,Open,High,Low,Close,Volume,Change,Name,Code,MA20,Stddev,Upper,Lower,PB,II,IIP21,TP,Positive_MF,Nagative_MF,MFR,MFI10
2022-03-22,6420,6600,6310,6510,4704718,0.014018691588784993,인터파크,035080,6132.5,304.0580798090195,6740.616159618039,5524.383840381961,0.8103847793134701,6.16298057621596,6.688830216453391e-05,6473.333333333333,30455207853,0,4.234947580679394,80.89761197054395
2022-03-22,5000,5000,4890,4990,83652,0.008080808080808133,일진홀딩스,015860,4756.5,183.32527920961908,5123.150558419238,4389.849441580762,0.8184230797393328,7.623267481877537,0.0028756301132301537,4960.0,0,414913920,6.610753293854668,86.86069615727192
2022-03-22,10250,10350,10150,10350,86514,0.0,제로투세븐,159580,9403.0,765.7270367695435,10934.454073539087,7871.545926460913,0.8091832841619425,4.188324774210628,0.0020174026988090113,10283.333333333334,0,889652300,8.027944867814616,88.92328193579156
2022-03-22,13750,13850,13600,13750,8094,0.0,제일파마홀딩스,002620,13372.5,293.560269253809,13959.620538507617,12785.379461492383,0.8214842398117728,12.531175093882965,0.059694206058741775,13733.333333333334,0,111157600,6.625666289784745,86.8863917984506
2022-03-22,6620,6760,6560,6660,1981505,0.016793893129771087,줌인터넷,239340,5271.0,1030.5346083740262,7332.069216748052,3209.9307832519476,0.8369610270031493,2.45262729038758,8.684121055330881e-05,6660.0,13196823300,0,5.36871572771251,84.29824720157237
2022-03-22,3290,3365,3240,3250,67374,-0.024024024024024038,진도,088790,3051.0,162.89809569856035,3376.7961913971208,2725.2038086028792,0.8054056573630017,5.793186493693432,0.00881649213075321,3285.0,0,221323590,5.253260676441292,84.00834297908885
2022-03-22,21350,21600,20900,21450,401313,0.004683840749414525,클래시스,214150,19725.0,1422.2387837549925,22569.477567509985,16880.522432490015,0.8032191253155215,4.573683031412877,0.0006098190734501155,21316.666666666668,0,8554655450,4.176147878021699,80.68061377755313
2022-03-22,2260,2260,2165,2170,108111,-0.04194260485651213,하이제6호스팩,377400,2124.0,35.82119158857138,2195.6423831771426,2052.3576168228574,0.8210390132211307,15.965705506478818,0.11993974815200988,2198.3333333333335,0,237664015,6.532135826891253,86.72355327914033
2022-03-22,7170,7360,7140,7220,277667,0.016901408450704203,한국맥널티,222980,7014.5,150.45457395325548,7315.409147906511,6713.590852093489,0.8414651921181314,12.83844177164567,0.0016278311876365198,7240.0,2010309080,0,7.949351504392851,88.82600600156175
2022-03-22,4005,4045,4005,4025,61695,-0.001240694789081842,한국큐빅,021650,3818.5,153.56380425391922,4125.627608507839,3511.3723914921616,0.8361794809057834,7.388830379916825,0.0038597629251662146,4025.0,0,248322375,6.3956684781052004,86.47857184295795
2022-03-22,2420,2435,2395,2420,595998,0.0020703933747412417,한국토지신탁,034830,2271.5,113.76453002478837,2499.029060049577,2043.9709399504231,0.8263319418795185,6.1443339576938945,0.000555805673969804,2416.6666666666665,1440328500,0,4.186963222693727,80.72089665828258
2022-03-22,2460,2460,2315,2360,237603,-0.03869653767820769,한화플러스제2호스팩,386580,2292.25,55.73610142899038,2403.722202857981,2180.777797142019,0.8038874188496825,11.389486068078474,0.006091497334004194,2378.3333333333335,0,565099135,8.412504609850245,89.37583521655337
